#      System Time    Battery Voltage
1270785916,1.256410
1270785917,1.256410
1270785918,1.256410
1270785919,1.256410
1270785920,1.256410
1270785921,1.247863
1270785922,1.247863
1270785923,1.239316
1270785924,1.239316
1270785925,1.239316
1270785926,1.239316
1270785927,1.230769
1270785928,1.230769
1270785929,1.230769
1270785930,1.230769
1270785931,1.230769
1270785932,1.230769
1270785933,1.222222
1270785934,1.222222
1270785935,1.213675
1270785936,1.213675
1270785937,1.213675
1270785938,1.213675
1270785939,1.213675
1270785940,1.213675
1270785941,1.213675
1270785942,1.213675
1270785943,1.205128
1270785944,1.205128
1270785945,1.205128
1270785946,1.205128
1270785947,1.196581
1270785948,1.196581
1270785949,1.196581
1270785950,1.196581
1270785951,1.196581
1270785952,1.196581
1270785953,1.188034
1270785954,1.188034
1270785955,1.188034
1270785956,1.188034
1270785957,1.188034
1270785958,1.188034
1270785959,1.188034
1270785960,1.188034
1270785961,1.188034
1270785962,1.188034
1270785963,1.188034
1270785964,1.188034
1270785965,1.188034
1270785966,1.188034
1270785967,1.179487
1270785968,1.179487
1270785969,1.179487
1270785970,1.179487
1270785971,1.179487
1270785972,1.179487
1270785973,1.179487
1270785974,1.179487
1270785975,1.179487
1270785976,1.170940
1270785977,1.170940
1270785978,1.170940
1270785979,1.170940
1270785980,1.170940
1270785981,1.170940
1270785982,1.170940
1270785983,1.170940
1270785984,1.170940
1270785985,1.162393
1270785986,1.162393
1270785987,1.162393
1270785988,1.162393
1270785989,1.162393
1270785990,1.162393
1270785991,1.162393
1270785992,1.162393
1270785993,1.162393
1270785994,1.153846
1270785995,1.153846
1270785996,1.162393
1270785997,1.162393
1270785998,1.153846
1270785999,1.153846
1270786000,1.153846
1270786001,1.153846
1270786002,1.153846
1270786003,1.153846
1270786004,1.153846
1270786005,1.153846
1270786006,1.153846
1270786007,1.153846
1270786008,1.153846
1270786009,1.153846
1270786010,1.153846
1270786011,1.153846
1270786012,1.153846
1270786013,1.145299
1270786014,1.145299
1270786015,1.145299
1270786016,1.145299
1270786017,1.145299
1270786018,1.145299
1270786019,1.145299
1270786020,1.145299
1270786021,1.145299
1270786022,1.145299
1270786023,1.145299
1270786024,1.145299
1270786025,1.145299
1270786026,1.145299
